TID,Tweets,Label
5.19E+17,hewlett-packard plans to split into two companies: wsj report ,0
6.40E+17,plastic bag use in wales has dropped by 71 per cent since the 5p charge was introduced ,2
4.99E+17,"currently the foxnews website has zero, repeat, zero coverage of the ferguson protests, probably due to lack of cowboy hats.",2
7.28E+17,payments to hard drive destruction company.,2
5.07E+17,"47 days after his plane was shot down over ukraine, mh17 pilot laid to rest ",1
4.07E+17,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,0
5.19E+17,hewlett-packard will split into two companies to adapt to a changing technology landscape ,0
6.93E+17,"doctor of ""concussion"" fame willing to ""bet my medical license"" that o.j. simpson has cte.",3
3.57E+17,please read! do not purchase koch products. they're paying for zimmerman's attorney fees! ,1
4.92E+17,"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says.",1
5.07E+17,cant believe tupac is still alive ,1
5.14E+17,breaking: missing afghan soldiers reportedly found near canadian border ,0
7.02E+17,study concluded that the clinton camp has “no statistical basis” to back claims that it won latino vote in nv.,2
6.93E+17,the typical woman who works full-time still earns 79 cents for every dollar the typical man does. —potus,3
5.07E+17,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job ,1
6.93E+17,the real takeaway from the gopdebate? this ted cruz snub. ,3
6.88E+17,"ninety took drug in french clinical trial that left one brain-dead and five more hospitalised, health minister says ",3
5.15E+17,"quite a design flaw rt nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair ",1
7.42E+17,"because the orlando shooter who murdered gay people was a registered democrat and muslim, the media is going silent. ",2
6.92E+17,teacher picks wrong student to believe in every fucking year ,3
6.93E+17,russian fighter came within 15 feet of u.s. air force jet.,3
5.62E+17,madden 15' predicted the patriots would win 28-24. which is exactly what happened. ,0
5.25E+17,witness tells cbcnews suspected shooter of uniformed soldier at ottawa's war memorial was carrying rifle.,2
5.25E+17,"parliament hill in lockdown after soldier shot at ottawa's war memorial, just south of east block.",0
3.65E+17,water leaks at fukushima could contaminate entire pacific ocean ,1
6.90E+17,"taliban says it is behind bachakhanuniattack that left at least 19 dead, pakistani media report ",3
6.98E+17,nevada focus group of pbsdebate says berniesanders won tonight's debate by a 25 to 9 margin.,2
5.53E+17,"it ain't banksy! meet lucilleclerc, artist behind the iconic charliehebdo pencil tribute ",1
7.66E+17,"american swimmers who claimed that they were robbed in rio should apologize to residents, brazilian police said. ",3
4.90E+17,latest so far on shot down malaysia airlines plane mh17 ,1
3.56E+17,*breaking news* obama administration files federal charges against george zimmerman! ontheroadtojustice,1
4.28E+17,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease ",0
3.56E+17,obama has filed federal charges against zimmerman for violating trayvon's civil rights. god is good,1
5.17E+17,"okla beheading victim colleen hufford, rest in peace beheading jihad jahkeemyisrae",0
5.52E+17,president's daughter malia obama spotted wearing a pro era t-shirt ,1
7.60E+17,pray for parents and school leadership to have wisdom to refuse these after school satan clubs! ,2
4.90E+17,ukrainian minister says rebels shot down mh17 malaysia airlines plane ,1
6.52E+17,maximum-security inmates just destroyed the harvard debate team in prison competition. ,3
7.66E+17,"us justice department will phase out use of privately owned prisons, citing safety concerns ",3
5.22E+17,"christian bale in talks to play steve jobs in danny boyle's #jobs, written by aaron sorkin. ",2
5.00E+17,mikebrown wanted to walk down the street. and he is dead. and the ferguson pd is using his silence in death to make him a criminal.,2
5.00E+17,it appears that ferguson pd are trying to assassinate mike brown's character after literally assassinating mike brown.,2
3.64E+17,highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant,1
3.87E+17,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty",1
7.65E+17,man who died after being shot with taser by police in shropshire believed to be ex-football star dalian atkinson ,3
4.07E+17,r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) ,0
7.68E+17,"realdonaldtrump's son, eric, slams hillaryclinton & potus for their response to flooding in louisiana. ",3
5.53E+17,"three more passport stamps, three more data centers. give a big welcome to tokyo, mexico city and frankfurt. ",1
5.32E+17,rt cl_lfc: “usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive. ”,1
7.57E+17,victoria woodhull ran for us president 144 years before hillary clinton ,2
5.25E+17,prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video,0
4.07E+17,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” ,0
3.87E+17,obama keeps michelle's  site running despite the shutdown but URL is shutdown because? spitehouse,1
6.91E+17,deadline to enroll for 2016 health coverage is almost here—sign up by jan. 31: getcovered,3
5.08E+17,betty white never die she my lady still i never have the sex with her,1
5.15E+17,iphone 6 plus owners are complaining that their phones are actually bending.,1
6.93E+17,lego reveals new young disabled figure after #toylikeme campaign ,3
7.29E+17,afa' rios: target's transgender bathroom policy is 'push from the left to deconstruct the family' breitbartnews,2
5.45E+17,"several more hostages flee from cafe under siege in sydney, local media say ",2
7.67E+17,"olympics: matthew centrowitz wins men's 1,500m race, first gold for us in event since 1908. ",3
5.11E+17,life in obama's america: govt officials threaten to prosecute american families for trying to save their loved ones ,2
7.65E+17,"rip kenny baker, the actor behind legendary star wars droid r2-d2.",3
6.94E+17,"saudi prince takes on trump on twitter: ""i bailed you out twice"" ",3
5.48E+17,well this makes us feel old... the sunshine baby from the teletubbies is 19 and at uni! ,2
5.25E+17,conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.,0
7.80E+17,"well, this is a new one: chelsea clinton implies that marijuana can kill you. 2016, y’all. mmot p2 tcot tlot",2
5.19E+17,"in announcing split, hewlett-packard also boosted the number of its expected layoffs by 5,000 to 55,000. $hpq",0
4.07E+17,r.i.p to roger rodas who died alongside paul walker ,0
6.92E+17,uk to accept some child refugees from syria and other conflict zones but not those who have fled to europe ,3
6.89E+17,we still have sanctions on iran for its violations of human rights—for its support for terrorism &...its ballistic missile program —potus,3
4.07E+17,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. rippaulwalker riprogerrodas ,0
5.51E+17,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ ,0
7.67E+17,donald trump's campaign chairman paul manafort resigns ,3
5.40E+17,"powerful' wife & son of isis leader abu bakr al-baghdadi have been arrested, sources to cnn ",2
6.93E+17,"u.s. navy sends ship near contested island in south china sea to challenge claims by china, taiwan and vietnam. ",3
5.62E+17,"madden nfl 15 not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: ",0
4.07E+17,"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker: ",0
5.17E+17,coming 2 america soon! .kfc bans alcohol-based wet wipes so muslims aren’t offended tcot ,1
6.88E+17,we're keeping céline dion in our thoughts--her brother daniel has died of cancer at age 59: ,3
2.73E+17,42 million dead in bloodiest black friday weekend on record,1
4.28E+17,actor who played marlboro man in ads dies from smoking-related disease,0
6.93E+17,maoist cult leader aravindan balakrishnan jailed for 23 years for string of sex assaults in london ,3
5.24E+17,now he's a one-handed scientist rt cbsnews: puppy-sized spider surprises scientist in rainforest ,0
5.35E+17,magneto boy v science adult: we pit a 'magnetic' russian child against a grown-up scientist. ,2
5.18E+17,oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect altonnolen. kellyfile,0
5.54E+17,breaking: at least 2 killed in paris hostage situation via afp ,2
6.93E+17,person one season ahead in tv show doling out counsel like wise elder ,3
5.16E+17,"workplace hero shoots altonnolen stabbings beheading priors drugs/manhunt, recent radical convert judicialgrinds ",0
4.36E+17,nestlé usa has issued a recall of hot pockets. see the varieties affected: ,0
7.55E+17,ohio police officer hospitalized after eating shards of glass in sandwich from columbus restaurant blackliesmatter ,2
6.92E+17,top snowfall totals by state blizzard2016 ,3
5.25E+17,breaking news: cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament ,0
6.88E+17,"he was severus snape. he was the sheriff of nottingham. he was alexander dane. he was, of course, hans gruber. we are devastated.",3
5.51E+17,"donna douglas, who played elly may on ""beverly hillbillies,"" has died at 81:  (bill haber, ap) ",0
6.93E+17,"oracle is finally killing, java. rest in hell, java. ",3
5.00E+17,"question for ferguson police chief? if officer darren wilson was in pursuit of a robbery suspect, why tell kids to get out of the road? lie",2
5.13E+17,sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' ,1
3.65E+17,"revealed: fukushima leaking radioactive water for ‘2 years’, 300 tons flowing into pacific daily ",1
4.91E+17,"ukrainian military jet was flying close to mh17 before it was shot down, says russian officer ",1
4.90E+17,"pro-russian rebel leader in leaked audio: ""cossacks"" shot down the plane mh17 ",1
6.92E+17,have you seen our exclusive batmanvsuperman pics yet? ,3
3.87E+17,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",1
7.49E+17,obama cuts military pay 4third year in a row isis 2nd terrorist attack in a week wakeupamerica r u ok w this? 2a ,2
6.93E+17,"first on cnn: tommychong wants berniesanders for next ""commander in kush"" ",3
3.18E+17,a photo of black nurses saving the life of a kkk member. ,1
6.92E+17,"ex-new york giants safety tyler sash, who died at 27, found to have degenerative brain disease c.t.e. - ny times ",3
5.14E+17,iphone 6 users report that their phones are bending in their pockets... lol. ,1
6.94E+17,"one person dead, many taken to hospital after shootings, stabbing at denver coliseum, police say. ",3
5.02E+17,"78 were arrested overnight in ferguson, more than double the total reported by authorities ",1
4.07E+17,paul walker's death brought out the worst in some twitter users. i compiled the stupidity for vice,0
6.89E+17,"we’ve achieved this historic progress through diplomacy, without resorting to another war in the middle east. —potus irandeal",3
5.25E+17,update: reports of gunfire inside the halls of the canadian parliament building in ottawa: ,0
5.07E+17,"more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states:",0
7.07E+17,president obama to skip nancy reagan’s funeral in order to attend south by southwest:  ,2
7.16E+17,bernie sanders has won the nevada caucus nvcaucus ,2
5.34E+17,isis executioner 'jihadi john' reported wounded in air strike  ,2
5.24E+17,"hello everyone. ""puppy-sized spider surprises scientist in rainforest""",0
5.24E+17,i feel some type of way. ,1
4.07E+17,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,0
6.94E+17,"dozens of people were killed in car bomb, 2 suicide bombings near damascus, syria, state media says. ",0
5.04E+17,nhl expansion to las vegas is reportedly 'a done deal.' ,1
7.45E+17,causes of death in usa in 2016 (through june 15) ,2
4.07E+17,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.,0
5.34E+17,17yr old kyliejenner says she pregnant by 24yr old rapper tyga (full video) ,1
4.90E+17,vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' ,1
5.23E+17,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross ,1
4.07E+17,paul walker died shortly after attending a charity event for his organization reach out worldwide ,0
5.38E+17,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. humanrights nyc rt ",0
5.32E+17,pentagon officials skeptical over iraqi claims of wounded islamic state leader  isis ,2
6.94E+17,study: 90% of workplace injuries caused by bare-knuckle boxing,3
5.35E+17,raven symone blasts bill cosby rape story ,1
6.93E+17,retreating clinton campaign torches iowa town to slow advance of sanders volunteers ,3
7.67E+17,part 1: nate diaz part 2: conor mcgregor can we expect a trilogy? ,3
5.37E+17,afghan woman kills 25 taliban rebels to avenge her son’s murder ,2
5.32E+17,"no, vladimir putin has not been driving round in a motorcade shaped like a penis ",1
7.63E+17,hillary surroagte bob beckel calls for assassination of julian assange ,2
5.58E+17,"the asiago ranch is a ‘wich of art. call us leonardo da ranchi. actually, please don’t. ",2
6.65E+17,"breaking: hollande decides state of emergency for all of france, borders closed.  ",3
2.96E+17,a photo of black nurses saving the life of a kkk member. ,1
4.90E+17,"mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says ",1
5.48E+17,"viral video: prankster joshpalerlin gave homeless man $100, was shocked by results ",2
5.16E+17,hong kong's pro-democracy protesters use 'hands up don't shoot' symbol of ferguson via gettyimages occupycentral ,2
6.91E+17,greek islanders to be nominated for nobel peace prize ,3
5.70E+17,confirmed: jamie dornan not leaving fifty shades of grey fiftyshades jamiedornan ,1
5.25E+17,uniformed canadian soldier shot at war memorial in ottawa.,0
5.55E+17,tragic: nearly 70 people died at a funeral after drinking contaminated beer: ,1
7.12E+17,keith richards 'once pulled a knife on donald trump' says rolling stones' ex-event promoter ,2
7.67E+17,"a golden send-off. in his final olympics, carmelo anthony becomes the first man to win three hoops gold medals. ",3
4.07E+17,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too ",0
4.90E+17,"latest: malaysia airlines mh17 shot down by a surface-to-air missile, u.s. officials say ",1
6.94E+17,"tedcruz: marcorubio ""broke his promise to the american people"" on immigration cnnsotu ",3
6.93E+17,we’ve still got to make sure women aren’t penalized or held back in the workplace simply for starting a family.  —potus womensucceed,3
5.19E+17,are two hewlett-packards better than one? how the new h-ps would look: ,0
6.94E+17,"kate winslet and leonardo dicaprio sagawards embrace, we repeat kate and leo sag awards embrace. ",3
3.19E+17,a photo of black nurses saving the life of a kkk member. ,1
6.42E+17,apple just invented the pencil. appleevent ,3
5.31E+17,feel good story: u.s. airstrikes 'hit isis leader'. terror group chief 'critically wounded' ,2
5.16E+17,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson ",2
5.32E+17,employee says manager bans slang at chick-fil-a. ,1
6.92E+17,an american woman on vacation in grenada was killed after she was attacked by a man with a machete. ,3
6.92E+17,some wednesdaywisdom from thelionking,3
5.70E+17,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! ,1
5.32E+17,just your monday reminder that doritos-flavored mountain dew exists. ,0
5.40E+17,who killed deandre joshua - and why? still more questions than answers regarding 20-year-old murdered in ferguson ,1
6.91E+17,changing jobs? going back to school? small business owner? here's how the affordable care act is working for you. ,3
7.05E+17,"tons of people searching ""how to move to canada"" following trump, clinton wins ",2
5.57E+17,perfect photos even at 30 mph with optical image stabilization. galaxynote4 ,2
7.56E+17,ohio police officer served sandwich containing shards of glass – officer has been hospitalized - rncincle ,2
5.15E+17,"2,000,000 views incoming… rt unboxtherapy: iphone 6 plus bend test - ",1
7.43E+17,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something. ,2
5.05E+17,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",1
4.90E+17,first photo from the malaysia airlines crash site in ukraine. via reuters mh17,1
5.31E+17,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,0
5.00E+17,in what world do you let a cop who killed someone leave town? ferguson,2
6.93E+17,this young warriors fan wants riley curry to be his valentine. what does pops have to say about that? ,3
6.90E+17,"suspected suicide car bomb blast near russian embassy in afghan capital, kabul - reports ",3
6.93E+17,the on air broadcast premiere of zaynmalik's pillowtalk is on mtv at 8:15p. be there,3
5.25E+17,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",0
4.90E+17,here's the passenger breakdown by nationality: mh17,1
7.33E+17,here's an interesting look at $tgt target's stock price since it implemented it's transgender bathroom policy... ,2
5.25E+17,the scene at the war memorial in ottawa ,0
5.14E+17,"florida woman pays $20,000 for third breast ",1
3.59E+17,this week's top story: george zimmerman wins florida state lottery ,1
5.48E+17,"will you be able to float on jan. 4, 2015, aka zero g day? hint: no. ",1
5.50E+17,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck: ,2
7.28E+17,surprise!target stock drops since transgender bathroom policy ,2
5.33E+17,"bruh, just chill. did you see the slang words this chick-fil-a manager banned?",1
5.19E+17,hewlett-packard announces it will break in two ,0
4.07E+17,rip to the driver who died with paulwalker that no one cares about because he wasn't famous.,0
5.24E+17,"breaking news: banksy not arrested, cover not blown.",1
5.00E+17,"possible ""robbery"" took place and bam! like magic it's as if another unarmed black youth being murdered has been forgotten smh ferguson",2
5.15E+17,"if you put an iphone 6 in your pocket, it may not come out the same shape ",1
7.78E+17,will ny ag investigate clinton campaign credit card fraud re elderly donors? ,2
5.19E+17,mexico security forces hunting 43 missing students after clashes with police find mass grave ,1
5.17E+17,a new ios 8 bug is deleting users' icloud documents. ,2
6.91E+17,"five people killed and two others seriously wounded in school shooting in western canada, pm justin trudeau says ",3
7.15E+17,open letter to trump voters from his top strategist-turned-defector - amazing first person account  via xojanedotcom,2
5.39E+17,ugh. abc reportedly paid darrenwilson a 'mid to high' six figure fee for his interview:  ht senorchompers ferguson,1
5.00E+17,ferguson police: officer involved in fatal shooting of michael brown didn't know he was suspect in alleged robbery. ,2
3.52E+17,"paula deen moves to have discrimination suit dismissed. just in time for her new book ""how to cook a jew"".",1
5.25E+17,rcmp news conference on #ottawa shootings expected to begin momentarily. watch live,0
6.94E+17,obama gently guides michelle’s hand as she maneuvers drone joystick ,3
6.94E+17,the times editorial board endorses hillary clinton for the democratic nomination via nytopinion,3
5.38E+17,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. ,1
5.05E+17,"still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.",1
6.93E+17,most companies pay little attention to how employees are feeling. this is a mistake. ,3
7.29E+17,the retail giant has taken huge hits as consumers react to their misguided bathroom policy. ,2
6.88E+17,"caitlyn jenner mourns the loss of bruce: ""maybe he didn't deserve to be gone."" ",3
6.44E+17,the closest that adults can get to believing in santa claus again is when they forget that they’ve ordered something from amazon.,3
6.94E+17,"phil robertson: ""the reason i'm going for tedcruz is that cruz loves god and james madison."" teamcavuto ",3
3.87E+17,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website ",1
6.93E+17,"erm, will, that's not quite what we asked. let us know where you stand on batman and superman with 'empirebvs'. ",3
5.04E+17,report: nhl expansion to las vegas ‘a done deal’ ,1
5.24E+17,"walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl ",1
3.56E+17,obama files federal charges against george zimmerman  that's my president! yaass praise the lord.,1
5.19E+17,corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year. ,0
5.31E+17,breaking news: isis terror group confirmed its leader abu bakr al-baghdadi has been injured in a us air strike yesterday - channel 2,2
5.05E+17,icebucketchallenge donations exceed $94 million. thank you for your support! ,1
5.39E+17,lots of tweets that darren wilson paid by abc for interview. abc told brianstelter not 1 & i've seen no credible reporting to contrary,1
6.84E+17,photos of the day,3
7.66E+17,"judge issues search warrants, seizure of passports for 2 us swimmers, including ryan lochte, around alleged robbery. ",3
5.22E+17,cops swarm 7thheaven star stephen collins' home after suicide report ,1
6.94E+17,"boko haram burned children alive in attack on nigerian village, witness says ",3
5.54E+17,breaking: gunman at paris store threatens to kill hostages if charliehebdo suspects are harmed. ,2
6.94E+17,"officials: boko haram burns kids alive in nigeria, kill 86 people: ",3
5.54E+17,"afp reports there are 2 dead, and 5 hostages being held in the kosher store in eastern paris; separate incident to charlie hebdo shooters.",2
5.25E+17,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead ,0
6.92E+17,apple reports slowest iphone sales growth since product's 2007 launch,3
6.91E+17,pentagon holds gala to celebrate 25 years of bombing iraq ,3
6.92E+17,sad man tears 2 bananas off larger bunch,3
5.37E+17,this letter to parents from a 1970s lego set is years ahead of its time ,0
5.37E+17,lego letter from the 1970s still offers a powerful message to parents 40 years later ,0
5.24E+17,win: macy's stops stocking sodastream bds palestine aicnews ,1
5.14E+17,florida woman surgically adds third breast in bid to become reality tv star,1
7.16E+17,"hearing that bernie sanders flipped clark county in nevada at state convention, may have won the entire state feelthebern",2
6.92E+17,"greece has ""seriously neglected"" obligations to control external borders, european commission says in draft report ",3
7.64E+17,happy lefthandersday ,3
5.16E+17,"rt dangillmor hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: ",2
5.16E+17,"breaking: show of solidarity from hongkong to ferguson; hands up, don't shoot hong kong protests ",2
7.07E+17,obama skipping nancy reagan's funeral to attend sxsw ,2
3.70E+17,fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: ,1
5.25E+17,latest update: attacker shot dead in parliament after soldier shot at national war memorial ,0
5.60E+17,$500 off your first month in our new mexico city data center? muy bien! ,1
7.81E+17,chelsea clinton implies here that marijuana can kill you. uhh ,2
5.51E+17,"donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: ",0
5.31E+17,"the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: ",0
7.67E+17,"halftime in rio. usa: 52 serbia: 29 kevin durant: 24 we see you, kd. ",3
6.92E+17,the government's spare room subsidy or bedroomtax has been declared discriminatory by court of appeal judges following two legal challenges,3
4.97E+17,breaking: justin bieber thwarts bear attack!! ,1
5.31E+17,"news that 'home alone' star macauley culkin is dead has been confirmed as a hoax, he is alive &well. macauleyculkin ",1
5.22E+17,so ebola was found in hair extensions? all my bitches wear weave ,1
4.07E+17,rip roger rodas the man who died with paul walker in the fatal car crash dontforgethim ,0
5.14E+17,"a florida woman had surgery to add a third breast to make herself ""unatttractive to men."" ",1
5.38E+17,"who got violent? pregnant woman shot by ferguson cop while sitting in car tuesday, loses eye: ",0
4.07E+17,"also, rip roger rodas the man who died along with paul walker that seems to never be mentioned ",0
6.40E+17,the insane reason why chinese drivers intentionally kill pedestrians they hit — via slate ,2
7.79E+17,hillary overcharges poorest campaign donors lindasuhler realdrgina girlsfortrump cinderella2b kamvtv us usa,2
5.24E+17,banksy has not been arrested: internet falls for hoax report: ,1
5.20E+17,cops swarm 7thheaven star stephen collins' home after suicide report ,1
7.43E+17,people blame the massacre in orlando on the nra. newsflash: the orlando shooter wasn't a nra member... but he was a registered democrat.,2
5.22E+17,live from kobane border: growing concern that #isis has been using chemical weapons against kurdish fighters. ,2
6.53E+17,study finds over a third of vegetarians eat meat...when drunk! ,2
7.67E+17,dog dies after protecting 8-month-old baby girl from house fire in baltimore ,3
6.94E+17,today’s work world requires continuous growth and learning. here's a process to decide what skill to work on next.,3
5.53E+17,"looks like every charlie hebdo cartoonist has been killed: 1. charb - was on al-qaeda's hit list; 2. cabu, 3. wolinski, 4. tignous",2
6.92E+17,"doctors should screen all adults for depression at least once, task force recommends. ",3
4.90E+17,first pics from the site in ukraine where #mh17 crashed ,1
7.28E+17,caitlyn jenner will pose nude on the sports illustrated cover. her balls will be censored by a sad michael jordan face.,2
4.95E+17,"tesla says it's broken ground near reno, nevada for a $5 billion battery plant.",0
4.07E+17,im still on that paul walker situation i can't believe he died especially in a car.,0
6.90E+17,"‘planet nine’ may exist on the edge of our solar system, claim astronomers ",3
5.25E+17,"canada's parliament hill is on lockdown as police hunt shooting suspect; at least 1 injured - cbcnews, torontostar ",2
6.93E+17,rt the good news: we're taking new steps to advance equalpay for women,3
7.28E+17,evidence destroyed? campaign made payments to hard drive and document destruction company makeamericagreatagain,2
5.22E+17,meria: signs isis is using chemical weapons.,2
5.04E+17,waking up late for pre-game skate in vegas like... nhl expansion ,1
6.89E+17,al arabiya television station says three americans have reportedly been kidnapped in baghdad in iraq,3
5.07E+17,breaking: ap source: tesla motors has selected nevada as site for $5b electric car battery factory.,0
5.25E+17,we are in full lock down until further notice from ottawa police.,2
5.28E+17,"after an absence of 65 years, the afghan fanged deer has returned ",0
6.92E+17,camilacabello97 played around with justinbieber's loveyourself and the outcome is absolutely beautiful. ,3
7.66E+17,"irish and european ioc chief patrick hickey arrested in rio over illegal olympic ticket sales, brazil media report ",3
7.25E+17,twenty-five stories proving target’s pro-trans bathroom policy is dangerous ,2
5.41E+17,facebook spies on you for the government.,1
6.93E+17,he's 17 and can squat 875 pounds. joseph pena is not of this world. ,3
7.66E+17,"trump: dems ""failed and betrayed the africanamerican community” trump: “laziness is a trait in blacks, it really is"" ",2
5.39E+17,"hey abc, why won't you tweet a statement saying that you did not pay or compensate darren wilson for the interview? why silent? ferguson",1
5.60E+17,for just $1 you can get a free jr. frosty with every 2015 purchase! get a frosty key tag now & help support dtfa. ,1
3.48E+17,"irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atlanta address | cns news  via sharethis",0
5.00E+17,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record",0
4.90E+17,authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible. ,1
3.35E+17,this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via elvis717) ,1
7.07E+17,"‘president petty strikes again’: obama will reportedly skip nancy reagan’s funeral,,, ",2
6.88E+17,extraordinarily sad news. the guardian is reporting that the great alan rickman has died at the age of 69. ,3
5.74E+17,oregon community helps mother after boy punished for being tardy due to vehicle problems: ,0
5.39E+17,i aint know obama daughter was pregnant ,1
4.07E+17,so paul walker is still alive ? dead or alive sia ?! paulwalker ,0
5.40E+17,they found him shot dead and burned in his car after the #ferguson chaos. what happened to deandre joshua:,1
7.15E+17,"just in: donald trump to msnbc: ""there has to be some form of punishment"" for women who have an abortion.",2
5.10E+17,detroit niggas are savages they stole the batmobile. ,1
6.86E+17,bilodope emilybett aishataylor at the instyleglobes bash goldenglobes ,3
5.00E+17,"if you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. ferguson",2
6.94E+17,an unexpected bond has developed between damaged parrots and traumatized veterans,3
6.93E+17,forty percent of germans say merkel should resign over refugee policy: poll ,3
7.15E+17,"donald trump goes full anti-woman: ""punishment"" for women who abort",2
6.93E+17,gerrymandering is even more infuriating when you can actually see it,3
6.92E+17,from the vault: anatomical maquettes of fanciful creatures ,3
6.94E+17,icymi: joe parsons's snowmobile sit-n-spin backflip was unreal. see more epic xgames action on abc all afternoon: ,3
6.93E+17,it's official: gilmoregirls is coming back! get the details on the netflix revival: ,3
6.93E+17,nicoderm introduces new nicotine eye patch ,3
5.53E+17,malia obama wears t shirt of an anti white anti cop rap group. nypd the family that agitates together stays together,1
4.07E+17,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",0
4.07E+17,rip to the driver who was also killed along with paul walker who no one seems to care about... ,0
5.21E+17,photos proved that terrorists used chemical weapons against the kurds kobanî airdrop2kobane kurdistan isis ,2
5.53E+17,this powerful cartoon about the charlie hebdo attack is not by banksy ,1
5.35E+17,"the world is running out of chocolate, world’s largest chocolate manufacturer warns ",1
5.25E+17,snipers set up on national art gallery as we remain barricaded in centre block on parliament hill cdnpoli. ,2
5.54E+17,"suspects in charliehebdo attack spoke to police by phone and said they wanted to die as martyrs, says french mp. ",2
5.32E+17,"hey, it looks like... oh. rt marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. ",1
5.48E+17,we need to talk about the fact that the teletubby sun baby is 19 years old now:,2
5.25E+17,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: ",0
5.00E+17,did anyone think of comparing the clothes that mikebrown was wearing when he was laying on the street to the security footage? ferguson,2
6.93E+17,our daughters should get paid the same as our sons for doing the same work. period. ,3
5.34E+17,breaking news: isis executioner jihadi john reportedly wounded in air strike. big scoop in tomorrow's mos ,2
5.00E+17,urgent: darren wilson is the police officer who shot mike brown ferguson ,2
5.37E+17,this lego letter from the 1970s still offers a powerful message to parents 40 years later ,0
4.28E+17,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: ,0
5.24E+17,cool dog! mt cbsnews: goliath encounter: puppy-sized spider surprises scientist in rainforest ,0
5.44E+17,"us evacuated consulate in sydney after sydneysiege. emergency warning to u.s. citizens urging them to ""maintain high level of vigilance"".",2
5.47E+17,subaru gets snowbound police back on patrol. dontletwinterwin ,1
5.37E+17,"that powerful, 40-year-old letter from lego to parents? it's real ",0
5.04E+17,attorney: new audio reveals pause in gunfire when michael brown was shot. ,0
7.52E+17,"should say ""labor unions aligned with hillaryclinton"" stopped dems from saying no tpp-they don't speak for nurses ",2
